name,diameter,weight,red,green,blue
grapefruit,12.09,207.03,148.00,74.00,2.00
grapefruit,12.09,207.03,152.00,57.00,22.00
grapefruit,12.10,207.04,148.00,78.00,24.00
grapefruit,12.10,207.05,154.00,84.00,2.00
grapefruit,12.10,207.05,150.00,69.00,2.00
grapefruit,12.10,207.06,156.00,84.00,12.00
grapefruit,12.10,207.07,158.00,48.00,12.00
grapefruit,12.10,207.08,163.00,68.00,24.00
grapefruit,12.10,207.08,139.00,69.00,16.00
grapefruit,12.10,207.08,152.00,81.00,25.00
grapefruit,12.10,207.09,150.00,70.00,8.00
grapefruit,12.10,207.09,165.00,48.00,2.00
grapefruit,12.10,207.09,149.00,75.00,21.00
grapefruit,12.10,207.10,140.00,81.00,2.00
grapefruit,12.10,207.10,141.00,79.00,34.00
grapefruit,12.10,207.11,163.00,61.00,19.00
grapefruit,12.10,207.12,159.00,69.00,11.00
grapefruit,12.10,207.12,169.00,63.00,31.00
grapefruit,12.11,207.12,154.00,68.00,17.00
grapefruit,12.11,207.12,167.00,64.00,9.00
grapefruit,12.11,207.14,167.00,67.00,11.00
grapefruit,12.11,207.14,177.00,71.00,27.00
grapefruit,12.11,207.14,146.00,79.00,5.00
grapefruit,12.11,207.14,143.00,76.00,18.00
grapefruit,12.11,207.16,141.00,69.00,8.00
grapefruit,12.11,207.17,135.00,65.00,8.00
grapefruit,12.11,207.18,154.00,86.00,16.00
grapefruit,12.11,207.18,129.00,75.00,20.00
grapefruit,12.11,207.19,156.00,58.00,14.00
grapefruit,12.11,207.19,162.00,71.00,2.00
grapefruit,12.11,207.21,146.00,52.00,7.00
grapefruit,12.11,207.23,136.00,81.00,15.00
grapefruit,12.11,207.23,154.00,89.00,21.00
grapefruit,12.11,207.24,137.00,78.00,11.00
grapefruit,12.11,207.26,152.00,66.00,17.00
grapefruit,12.11,207.28,157.00,74.00,9.00
grapefruit,12.11,207.29,155.00,75.00,18.00
grapefruit,12.11,207.29,146.00,78.00,27.00
grapefruit,12.11,207.29,145.00,73.00,20.00
grapefruit,12.12,207.31,147.00,92.00,45.00
grapefruit,12.12,207.33,160.00,61.00,9.00
grapefruit,12.12,207.33,158.00,53.00,20.00
grapefruit,12.12,207.36,141.00,65.00,16.00
grapefruit,12.12,207.37,151.00,66.00,12.00
grapefruit,12.12,207.38,155.00,71.00,18.00
grapefruit,12.12,207.38,167.00,57.00,7.00
grapefruit,12.12,207.38,151.00,58.00,19.00
grapefruit,12.12,207.39,141.00,61.00,24.00
grapefruit,12.12,207.39,142.00,69.00,13.00
grapefruit,12.12,207.40,140.00,72.00,3.00
grapefruit,12.12,207.41,160.00,92.00,28.00
grapefruit,12.13,207.42,155.00,69.00,4.00
grapefruit,12.13,207.43,153.00,80.00,29.00
grapefruit,12.13,207.43,155.00,76.00,17.00
grapefruit,12.13,207.45,145.00,73.00,21.00
grapefruit,12.13,207.46,157.00,87.00,7.00
grapefruit,12.14,207.47,127.00,65.00,15.00
grapefruit,12.14,207.50,137.00,85.00,10.00
grapefruit,12.14,207.50,144.00,93.00,12.00
grapefruit,12.14,207.51,149.00,69.00,2.00
grapefruit,12.14,207.54,148.00,81.00,29.00
grapefruit,12.14,207.54,150.00,71.00,37.00
grapefruit,12.14,207.57,161.00,74.00,12.00
grapefruit,12.14,207.60,166.00,87.00,28.00
grapefruit,12.14,207.60,158.00,77.00,15.00
grapefruit,12.14,207.61,139.00,65.00,27.00
grapefruit,12.14,207.61,129.00,75.00,18.00
grapefruit,12.14,207.62,139.00,80.00,15.00
grapefruit,12.14,207.63,147.00,76.00,9.00
grapefruit,12.14,207.63,145.00,65.00,2.00
grapefruit,12.15,207.67,143.00,81.00,6.00
grapefruit,12.15,207.68,164.00,92.00,18.00
grapefruit,12.15,207.68,150.00,85.00,12.00
grapefruit,12.15,207.69,149.00,67.00,8.00
grapefruit,12.15,207.72,157.00,73.00,16.00
grapefruit,12.15,207.72,152.00,70.00,2.00
grapefruit,12.15,207.73,133.00,60.00,43.00
grapefruit,12.15,207.73,172.00,72.00,14.00
grapefruit,12.15,207.74,156.00,91.00,15.00
grapefruit,12.15,207.76,147.00,87.00,18.00
grapefruit,12.15,207.76,145.00,67.00,19.00
grapefruit,12.15,207.76,164.00,85.00,7.00
grapefruit,12.15,207.77,147.00,67.00,7.00
grapefruit,12.15,207.77,153.00,58.00,21.00
grapefruit,12.15,207.80,151.00,67.00,18.00
grapefruit,12.15,207.80,138.00,77.00,5.00
grapefruit,12.15,207.83,147.00,77.00,2.00
grapefruit,12.15,207.84,161.00,70.00,23.00
grapefruit,12.16,207.84,148.00,60.00,28.00
grapefruit,12.16,207.85,131.00,67.00,13.00
grapefruit,12.16,207.86,149.00,73.00,18.00
grapefruit,12.16,207.87,158.00,55.00,9.00
grapefruit,12.16,207.88,148.00,55.00,11.00
grapefruit,12.16,207.88,163.00,73.00,25.00
grapefruit,12.16,207.88,151.00,62.00,6.00
grapefruit,12.16,207.89,147.00,55.00,2.00
grapefruit,12.16,207.91,163.00,73.00,2.00
grapefruit,12.16,207.91,155.00,86.00,15.00
grapefruit,12.16,207.92,147.00,62.00,24.00
grapefruit,12.17,207.93,146.00,69.00,2.00
grapefruit,12.17,207.94,156.00,79.00,9.00
grapefruit,12.17,207.94,142.00,63.00,14.00
grapefruit,12.17,207.95,163.00,46.00,16.00
grapefruit,12.17,207.96,157.00,62.00,28.00
grapefruit,12.17,207.97,165.00,75.00,16.00
grapefruit,12.17,207.97,151.00,64.00,19.00
grapefruit,12.17,207.97,136.00,54.00,13.00
grapefruit,12.17,207.98,148.00,86.00,6.00
grapefruit,12.17,207.98,148.00,68.00,22.00
grapefruit,12.17,207.99,147.00,49.00,9.00
grapefruit,12.17,208.00,138.00,59.00,9.00
grapefruit,12.17,208.00,155.00,74.00,2.00
grapefruit,12.18,208.00,137.00,75.00,18.00
grapefruit,12.18,208.00,167.00,81.00,21.00
grapefruit,12.18,208.01,134.00,66.00,33.00
grapefruit,12.18,208.03,152.00,61.00,10.00
grapefruit,12.18,208.03,142.00,66.00,2.00
grapefruit,12.18,208.05,159.00,64.00,13.00
grapefruit,12.18,208.06,131.00,67.00,14.00
grapefruit,12.18,208.06,160.00,77.00,21.00
grapefruit,12.18,208.09,155.00,76.00,7.00
grapefruit,12.18,208.10,170.00,64.00,6.00
grapefruit,12.18,208.11,167.00,69.00,14.00
grapefruit,12.18,208.12,134.00,73.00,19.00
grapefruit,12.18,208.12,145.00,70.00,20.00
grapefruit,12.18,208.15,150.00,84.00,24.00
grapefruit,12.18,208.17,141.00,56.00,17.00
grapefruit,12.18,208.17,142.00,59.00,27.00
grapefruit,12.19,208.17,167.00,60.00,3.00
grapefruit,12.19,208.17,149.00,56.00,17.00
grapefruit,12.19,208.19,149.00,73.00,15.00
grapefruit,12.19,208.20,154.00,65.00,4.00
grapefruit,12.19,208.21,164.00,74.00,17.00
grapefruit,12.19,208.22,164.00,81.00,10.00
grapefruit,12.19,208.22,142.00,81.00,9.00
grapefruit,12.19,208.23,158.00,64.00,15.00
grapefruit,12.19,208.23,152.00,79.00,16.00
grapefruit,12.19,208.26,146.00,79.00,26.00
grapefruit,12.19,208.27,151.00,73.00,28.00
grapefruit,12.20,208.29,150.00,50.00,2.00
grapefruit,12.20,208.29,150.00,83.00,17.00
grapefruit,12.20,208.31,146.00,70.00,20.00
grapefruit,12.20,208.31,168.00,59.00,2.00
grapefruit,12.20,208.32,167.00,62.00,17.00
grapefruit,12.20,208.33,142.00,83.00,30.00
grapefruit,12.20,208.34,170.00,73.00,21.00
grapefruit,12.20,208.35,170.00,69.00,18.00
grapefruit,12.20,208.36,145.00,74.00,17.00
grapefruit,12.20,208.36,159.00,60.00,30.00
grapefruit,12.20,208.39,151.00,79.00,18.00
grapefruit,12.20,208.40,161.00,59.00,11.00
grapefruit,12.21,208.41,166.00,69.00,19.00
grapefruit,12.21,208.42,160.00,66.00,7.00
grapefruit,12.21,208.42,151.00,59.00,31.00
grapefruit,12.21,208.45,144.00,79.00,14.00
grapefruit,12.21,208.47,137.00,70.00,10.00
grapefruit,12.21,208.47,149.00,74.00,14.00
grapefruit,12.21,208.47,143.00,78.00,19.00
grapefruit,12.21,208.48,139.00,77.00,18.00
grapefruit,12.21,208.50,132.00,78.00,2.00
grapefruit,12.21,208.51,131.00,75.00,13.00
grapefruit,12.21,208.52,148.00,75.00,2.00
grapefruit,12.21,208.52,170.00,82.00,33.00
grapefruit,12.21,208.52,137.00,82.00,22.00
grapefruit,12.21,208.53,153.00,81.00,12.00
grapefruit,12.21,208.54,165.00,59.00,5.00
grapefruit,12.21,208.55,141.00,77.00,30.00
grapefruit,12.22,208.55,165.00,69.00,22.00
grapefruit,12.22,208.58,162.00,77.00,10.00
grapefruit,12.22,208.61,128.00,73.00,14.00
grapefruit,12.22,208.61,154.00,58.00,24.00
grapefruit,12.22,208.63,154.00,56.00,14.00
grapefruit,12.22,208.63,153.00,87.00,28.00
grapefruit,12.22,208.66,139.00,73.00,25.00
grapefruit,12.22,208.67,140.00,78.00,13.00
grapefruit,12.22,208.68,124.00,79.00,16.00
grapefruit,12.22,208.68,161.00,83.00,2.00
grapefruit,12.22,208.70,138.00,78.00,27.00
grapefruit,12.22,208.70,151.00,64.00,25.00
grapefruit,12.22,208.73,141.00,58.00,25.00
grapefruit,12.22,208.82,156.00,84.00,15.00
grapefruit,12.22,208.83,154.00,62.00,9.00
grapefruit,12.22,208.85,142.00,68.00,15.00
grapefruit,12.22,208.85,145.00,75.00,3.00
grapefruit,12.22,208.86,142.00,73.00,13.00
grapefruit,12.22,208.86,150.00,60.00,2.00
grapefruit,12.23,208.87,149.00,67.00,2.00
grapefruit,12.23,208.87,145.00,80.00,24.00
grapefruit,12.23,208.87,147.00,61.00,10.00
grapefruit,12.23,208.88,128.00,62.00,17.00
grapefruit,12.23,208.89,161.00,53.00,25.00
grapefruit,12.23,208.91,149.00,87.00,11.00
grapefruit,12.23,208.91,134.00,71.00,11.00
grapefruit,12.23,208.93,139.00,66.00,2.00
grapefruit,12.23,208.94,149.00,65.00,26.00
grapefruit,12.23,208.98,149.00,86.00,16.00
grapefruit,12.23,208.99,152.00,78.00,27.00
grapefruit,12.23,209.03,130.00,62.00,8.00
grapefruit,12.23,209.04,133.00,61.00,10.00
grapefruit,12.23,209.06,164.00,101.00,6.00
grapefruit,12.23,209.07,156.00,66.00,3.00
grapefruit,12.24,209.07,134.00,50.00,19.00
grapefruit,12.24,209.08,169.00,68.00,24.00
grapefruit,12.24,209.08,150.00,84.00,14.00
grapefruit,12.24,209.11,171.00,83.00,16.00
grapefruit,12.24,209.13,154.00,73.00,4.00
grapefruit,12.24,209.14,152.00,64.00,2.00
grapefruit,12.24,209.16,143.00,64.00,9.00
grapefruit,12.24,209.19,158.00,83.00,29.00
grapefruit,12.24,209.19,147.00,76.00,9.00
grapefruit,12.24,209.21,153.00,70.00,12.00
grapefruit,12.25,209.21,153.00,69.00,34.00
grapefruit,12.25,209.24,143.00,76.00,10.00
grapefruit,12.25,209.24,147.00,57.00,30.00
grapefruit,12.25,209.25,168.00,77.00,29.00
grapefruit,12.25,209.27,173.00,63.00,7.00
grapefruit,12.25,209.27,148.00,62.00,2.00
grapefruit,12.25,209.29,146.00,82.00,25.00
grapefruit,12.25,209.30,164.00,65.00,5.00
grapefruit,12.25,209.31,155.00,75.00,7.00
grapefruit,12.25,209.31,144.00,88.00,17.00
grapefruit,12.25,209.32,141.00,59.00,20.00
grapefruit,12.25,209.32,174.00,70.00,26.00
grapefruit,12.26,209.32,150.00,83.00,11.00
grapefruit,12.26,209.34,142.00,55.00,13.00
grapefruit,12.26,209.36,165.00,60.00,2.00
grapefruit,12.26,209.36,174.00,77.00,12.00
grapefruit,12.26,209.37,155.00,63.00,21.00
grapefruit,12.26,209.37,160.00,63.00,22.00
grapefruit,12.26,209.39,154.00,67.00,13.00
grapefruit,12.26,209.40,146.00,82.00,12.00
grapefruit,12.26,209.41,164.00,85.00,20.00
grapefruit,12.26,209.42,177.00,68.00,34.00
grapefruit,12.27,209.43,160.00,74.00,6.00
grapefruit,12.27,209.43,151.00,69.00,27.00
grapefruit,12.27,209.45,164.00,72.00,22.00
grapefruit,12.27,209.47,156.00,82.00,40.00
grapefruit,12.27,209.48,154.00,60.00,16.00
grapefruit,12.27,209.49,146.00,69.00,20.00
grapefruit,12.27,209.49,137.00,79.00,10.00
grapefruit,12.27,209.49,133.00,65.00,14.00
grapefruit,12.27,209.50,144.00,77.00,12.00
grapefruit,12.27,209.50,152.00,65.00,9.00
grapefruit,12.27,209.51,148.00,54.00,27.00
grapefruit,12.27,209.51,158.00,69.00,14.00
grapefruit,12.27,209.51,134.00,74.00,19.00
grapefruit,12.27,209.52,151.00,79.00,2.00
grapefruit,12.28,209.55,146.00,70.00,11.00
grapefruit,12.28,209.56,136.00,70.00,34.00
grapefruit,12.28,209.57,129.00,64.00,19.00
grapefruit,12.28,209.61,136.00,61.00,8.00
grapefruit,12.29,209.61,158.00,87.00,2.00
grapefruit,12.29,209.63,152.00,75.00,15.00
grapefruit,12.29,209.63,149.00,66.00,14.00
grapefruit,12.29,209.66,143.00,90.00,30.00
grapefruit,12.29,209.66,141.00,80.00,14.00
grapefruit,12.29,209.67,169.00,62.00,8.00
grapefruit,12.29,209.68,156.00,65.00,23.00
grapefruit,12.29,209.68,141.00,69.00,33.00
grapefruit,12.29,209.72,142.00,62.00,2.00
grapefruit,12.29,209.72,141.00,64.00,11.00
grapefruit,12.29,209.74,144.00,78.00,19.00
grapefruit,12.29,209.75,146.00,62.00,27.00
grapefruit,12.29,209.76,146.00,77.00,32.00
grapefruit,12.29,209.76,143.00,82.00,18.00
grapefruit,12.29,209.77,165.00,69.00,8.00
grapefruit,12.30,209.79,162.00,66.00,38.00
grapefruit,12.30,209.81,137.00,63.00,14.00
grapefruit,12.30,209.85,156.00,64.00,35.00
grapefruit,12.30,209.86,152.00,66.00,11.00
grapefruit,12.30,209.87,166.00,83.00,2.00
grapefruit,12.30,209.88,160.00,85.00,32.00
grapefruit,12.30,209.89,152.00,75.00,18.00
grapefruit,12.30,209.89,136.00,62.00,22.00
grapefruit,12.30,209.91,163.00,54.00,8.00
grapefruit,12.30,209.93,145.00,72.00,9.00
grapefruit,12.30,209.94,140.00,68.00,3.00
grapefruit,12.30,209.95,149.00,86.00,8.00
grapefruit,12.31,209.96,144.00,82.00,13.00
grapefruit,12.31,209.98,173.00,72.00,5.00
grapefruit,12.31,209.98,155.00,68.00,25.00
grapefruit,12.31,210.00,147.00,67.00,14.00
grapefruit,12.31,210.00,133.00,67.00,17.00
grapefruit,12.31,210.00,140.00,65.00,11.00
grapefruit,12.31,210.01,153.00,74.00,15.00
grapefruit,12.31,210.01,126.00,69.00,19.00
grapefruit,12.31,210.02,145.00,58.00,16.00
grapefruit,12.32,210.03,142.00,78.00,2.00
grapefruit,12.32,210.05,148.00,76.00,16.00
grapefruit,12.32,210.06,142.00,81.00,27.00
grapefruit,12.32,210.08,158.00,59.00,21.00
grapefruit,12.32,210.08,164.00,64.00,14.00
grapefruit,12.32,210.10,154.00,82.00,42.00
grapefruit,12.32,210.13,145.00,83.00,11.00
grapefruit,12.32,210.15,166.00,74.00,14.00
grapefruit,12.32,210.15,141.00,83.00,2.00
grapefruit,12.32,210.16,144.00,66.00,8.00
grapefruit,12.32,210.16,153.00,75.00,7.00
grapefruit,12.32,210.16,150.00,65.00,26.00
grapefruit,12.32,210.18,149.00,87.00,15.00
grapefruit,12.32,210.19,144.00,60.00,8.00
grapefruit,12.32,210.23,182.00,85.00,26.00
grapefruit,12.32,210.23,153.00,62.00,13.00
grapefruit,12.33,210.24,145.00,68.00,33.00
grapefruit,12.33,210.24,142.00,78.00,28.00
grapefruit,12.33,210.25,165.00,59.00,7.00
grapefruit,12.33,210.29,152.00,66.00,13.00
grapefruit,12.33,210.30,159.00,77.00,2.00
grapefruit,12.33,210.30,148.00,75.00,23.00
grapefruit,12.33,210.33,157.00,63.00,6.00
grapefruit,12.33,210.34,168.00,73.00,26.00
grapefruit,12.33,210.35,160.00,61.00,28.00
grapefruit,12.33,210.36,145.00,60.00,24.00
grapefruit,12.33,210.36,154.00,61.00,22.00
grapefruit,12.33,210.36,143.00,70.00,12.00
grapefruit,12.34,210.39,129.00,64.00,17.00
grapefruit,12.34,210.41,143.00,56.00,2.00
grapefruit,12.34,210.43,156.00,66.00,14.00
grapefruit,12.34,210.46,139.00,64.00,4.00
grapefruit,12.34,210.47,132.00,57.00,18.00
grapefruit,12.34,210.47,152.00,64.00,2.00
grapefruit,12.34,210.48,141.00,77.00,20.00
grapefruit,12.34,210.48,155.00,69.00,26.00
grapefruit,12.34,210.50,153.00,74.00,14.00
grapefruit,12.34,210.51,147.00,81.00,19.00
grapefruit,12.34,210.52,150.00,77.00,2.00
grapefruit,12.34,210.53,153.00,61.00,18.00
grapefruit,12.34,210.55,146.00,73.00,2.00
grapefruit,12.34,210.55,162.00,73.00,11.00
grapefruit,12.34,210.55,169.00,49.00,15.00
grapefruit,12.35,210.57,155.00,61.00,17.00
grapefruit,12.35,210.57,167.00,71.00,23.00
grapefruit,12.35,210.58,159.00,62.00,31.00
grapefruit,12.35,210.58,134.00,67.00,27.00
grapefruit,12.35,210.58,160.00,55.00,2.00
grapefruit,12.35,210.58,141.00,75.00,15.00
grapefruit,12.35,210.60,148.00,84.00,17.00
grapefruit,12.35,210.60,142.00,80.00,17.00
grapefruit,12.35,210.61,149.00,71.00,32.00
grapefruit,12.35,210.64,129.00,60.00,21.00
grapefruit,12.35,210.64,143.00,72.00,19.00
grapefruit,12.35,210.65,157.00,60.00,26.00
grapefruit,12.36,210.65,153.00,80.00,25.00
grapefruit,12.36,210.70,132.00,77.00,15.00
grapefruit,12.36,210.70,133.00,74.00,2.00
grapefruit,12.36,210.72,153.00,41.00,11.00
grapefruit,12.36,210.74,150.00,82.00,2.00
grapefruit,12.36,210.74,141.00,58.00,12.00
grapefruit,12.36,210.75,146.00,84.00,31.00
grapefruit,12.36,210.79,148.00,76.00,11.00
grapefruit,12.37,210.82,134.00,64.00,18.00
grapefruit,12.37,210.84,145.00,61.00,5.00
grapefruit,12.37,210.84,143.00,51.00,16.00
grapefruit,12.37,210.85,154.00,77.00,24.00
grapefruit,12.37,210.85,146.00,49.00,2.00
grapefruit,12.37,210.86,158.00,69.00,28.00
grapefruit,12.37,210.88,147.00,70.00,13.00
grapefruit,12.37,210.88,161.00,64.00,25.00
grapefruit,12.38,210.89,135.00,74.00,18.00
grapefruit,12.38,210.90,165.00,60.00,13.00
grapefruit,12.38,210.90,147.00,67.00,25.00
grapefruit,12.38,210.93,140.00,68.00,16.00
grapefruit,12.38,210.96,148.00,67.00,4.00
grapefruit,12.38,210.97,150.00,55.00,15.00
grapefruit,12.38,210.98,155.00,70.00,19.00
grapefruit,12.38,210.99,160.00,79.00,2.00
grapefruit,12.38,210.99,161.00,101.00,2.00
grapefruit,12.38,211.00,149.00,59.00,2.00
grapefruit,12.39,211.00,167.00,76.00,19.00
grapefruit,12.39,211.00,152.00,93.00,13.00
grapefruit,12.39,211.01,175.00,68.00,25.00
grapefruit,12.39,211.01,131.00,66.00,13.00
grapefruit,12.39,211.01,149.00,76.00,11.00
grapefruit,12.39,211.03,156.00,88.00,11.00
grapefruit,12.39,211.05,148.00,57.00,20.00
grapefruit,12.39,211.07,144.00,62.00,22.00
grapefruit,12.39,211.07,169.00,80.00,31.00
grapefruit,12.39,211.07,138.00,51.00,27.00
grapefruit,12.39,211.09,140.00,79.00,28.00
grapefruit,12.39,211.12,136.00,64.00,2.00
grapefruit,12.39,211.12,146.00,56.00,7.00
grapefruit,12.39,211.13,145.00,72.00,3.00
grapefruit,12.39,211.13,135.00,62.00,6.00
grapefruit,12.39,211.14,160.00,62.00,24.00
grapefruit,12.39,211.14,134.00,63.00,14.00
grapefruit,12.39,211.15,133.00,68.00,28.00
grapefruit,12.39,211.16,137.00,65.00,24.00
grapefruit,12.39,211.16,152.00,85.00,35.00
grapefruit,12.39,211.17,135.00,60.00,7.00
grapefruit,12.40,211.18,144.00,56.00,17.00
grapefruit,12.40,211.19,141.00,69.00,10.00
grapefruit,12.40,211.21,153.00,66.00,21.00
grapefruit,12.40,211.27,152.00,72.00,14.00
grapefruit,12.40,211.29,153.00,69.00,18.00
grapefruit,12.40,211.32,148.00,84.00,10.00
grapefruit,12.40,211.32,168.00,62.00,11.00
grapefruit,12.40,211.35,168.00,67.00,23.00
grapefruit,12.40,211.35,157.00,73.00,14.00
grapefruit,12.40,211.38,142.00,66.00,16.00
grapefruit,12.40,211.41,147.00,62.00,12.00
grapefruit,12.40,211.42,144.00,71.00,16.00
grapefruit,12.40,211.42,141.00,74.00,8.00
grapefruit,12.41,211.43,137.00,72.00,11.00
grapefruit,12.41,211.44,143.00,64.00,21.00
grapefruit,12.41,211.46,161.00,64.00,16.00
grapefruit,12.41,211.46,161.00,61.00,5.00
grapefruit,12.41,211.48,152.00,72.00,9.00
grapefruit,12.41,211.49,149.00,65.00,24.00
grapefruit,12.41,211.51,155.00,75.00,21.00
grapefruit,12.41,211.52,149.00,78.00,32.00
grapefruit,12.41,211.52,139.00,74.00,20.00
grapefruit,12.41,211.53,174.00,69.00,8.00
grapefruit,12.41,211.53,146.00,57.00,21.00
grapefruit,12.42,211.55,152.00,73.00,6.00
grapefruit,12.42,211.56,155.00,83.00,19.00
grapefruit,12.42,211.56,145.00,69.00,26.00
grapefruit,12.42,211.58,163.00,69.00,4.00
grapefruit,12.42,211.60,153.00,63.00,11.00
grapefruit,12.43,211.61,162.00,79.00,10.00
grapefruit,12.43,211.63,155.00,77.00,4.00
grapefruit,12.43,211.64,152.00,71.00,13.00
grapefruit,12.43,211.67,164.00,78.00,2.00
grapefruit,12.43,211.68,150.00,41.00,2.00
grapefruit,12.43,211.69,152.00,70.00,12.00
grapefruit,12.43,211.71,160.00,72.00,28.00
grapefruit,12.43,211.71,170.00,63.00,2.00
grapefruit,12.43,211.71,171.00,81.00,19.00
grapefruit,12.43,211.72,146.00,71.00,25.00
grapefruit,12.43,211.73,168.00,70.00,34.00
grapefruit,12.43,211.80,157.00,75.00,17.00
grapefruit,12.43,211.80,150.00,61.00,22.00
grapefruit,12.43,211.80,159.00,75.00,5.00
grapefruit,12.43,211.81,165.00,74.00,41.00
grapefruit,12.44,211.81,153.00,69.00,6.00
grapefruit,12.44,211.81,150.00,81.00,18.00
grapefruit,12.44,211.81,174.00,73.00,20.00
grapefruit,12.44,211.88,167.00,57.00,31.00
grapefruit,12.44,211.89,151.00,53.00,23.00
grapefruit,12.44,211.93,136.00,82.00,11.00
grapefruit,12.44,211.93,149.00,90.00,21.00
grapefruit,12.44,211.94,132.00,86.00,5.00
grapefruit,12.44,211.97,182.00,77.00,18.00
grapefruit,12.44,211.97,140.00,78.00,14.00
grapefruit,12.45,212.01,159.00,72.00,2.00
grapefruit,12.45,212.01,144.00,84.00,10.00
grapefruit,12.45,212.02,141.00,83.00,10.00
grapefruit,12.45,212.02,146.00,69.00,19.00
grapefruit,12.45,212.03,151.00,89.00,18.00
grapefruit,12.45,212.04,168.00,88.00,41.00
grapefruit,12.45,212.06,135.00,63.00,11.00
grapefruit,12.45,212.07,165.00,83.00,28.00
grapefruit,12.45,212.07,164.00,72.00,27.00
grapefruit,12.45,212.08,144.00,69.00,21.00
grapefruit,12.45,212.08,149.00,74.00,39.00
grapefruit,12.45,212.08,163.00,85.00,24.00
grapefruit,12.46,212.10,141.00,88.00,7.00
grapefruit,12.46,212.10,147.00,75.00,28.00
grapefruit,12.46,212.11,156.00,73.00,21.00
grapefruit,12.46,212.11,153.00,77.00,2.00
grapefruit,12.46,212.12,160.00,70.00,25.00
grapefruit,12.46,212.14,135.00,69.00,2.00
grapefruit,12.46,212.15,151.00,66.00,23.00
grapefruit,12.46,212.15,154.00,70.00,2.00
grapefruit,12.46,212.18,165.00,70.00,33.00
grapefruit,12.46,212.19,154.00,78.00,22.00
grapefruit,12.46,212.20,134.00,55.00,29.00
grapefruit,12.46,212.21,138.00,75.00,25.00
grapefruit,12.46,212.25,136.00,72.00,2.00
grapefruit,12.46,212.27,151.00,69.00,41.00
grapefruit,12.46,212.32,147.00,64.00,10.00
grapefruit,12.46,212.34,130.00,75.00,2.00
grapefruit,12.46,212.37,142.00,69.00,16.00
grapefruit,12.46,212.38,150.00,93.00,19.00
grapefruit,12.47,212.39,151.00,75.00,32.00
grapefruit,12.47,212.39,133.00,62.00,5.00
grapefruit,12.47,212.41,154.00,55.00,12.00
grapefruit,12.47,212.42,163.00,77.00,13.00
grapefruit,12.47,212.42,159.00,87.00,21.00
grapefruit,12.47,212.44,165.00,64.00,17.00
grapefruit,12.47,212.45,152.00,61.00,2.00
grapefruit,12.47,212.47,163.00,78.00,2.00
grapefruit,12.47,212.49,163.00,49.00,24.00
grapefruit,12.47,212.51,157.00,68.00,4.00
grapefruit,12.47,212.51,148.00,64.00,14.00
grapefruit,12.47,212.54,155.00,92.00,21.00
grapefruit,12.47,212.58,164.00,57.00,13.00
grapefruit,12.47,212.61,150.00,88.00,13.00
grapefruit,12.47,212.62,144.00,77.00,30.00
grapefruit,12.47,212.63,158.00,65.00,6.00
grapefruit,12.47,212.65,132.00,79.00,5.00
grapefruit,12.48,212.65,150.00,67.00,27.00
grapefruit,12.48,212.67,146.00,92.00,8.00
grapefruit,12.48,212.70,142.00,75.00,24.00
grapefruit,12.48,212.71,162.00,67.00,18.00
grapefruit,12.48,212.72,134.00,78.00,18.00
grapefruit,12.48,212.75,140.00,50.00,26.00
grapefruit,12.48,212.75,144.00,84.00,9.00
grapefruit,12.48,212.75,141.00,66.00,15.00
grapefruit,12.48,212.75,128.00,68.00,6.00
grapefruit,12.48,212.77,149.00,68.00,16.00
grapefruit,12.48,212.81,155.00,70.00,23.00
grapefruit,12.48,212.81,141.00,63.00,10.00
grapefruit,12.49,212.82,154.00,66.00,35.00
grapefruit,12.49,212.84,149.00,67.00,17.00
grapefruit,12.49,212.85,141.00,82.00,38.00
grapefruit,12.49,212.86,164.00,54.00,2.00
grapefruit,12.49,212.88,145.00,55.00,4.00
grapefruit,12.49,212.90,143.00,70.00,30.00
grapefruit,12.49,212.96,160.00,69.00,15.00
grapefruit,12.49,212.98,150.00,74.00,16.00
grapefruit,12.49,213.01,153.00,78.00,23.00
grapefruit,12.49,213.07,152.00,87.00,9.00
grapefruit,12.49,213.08,154.00,79.00,12.00
grapefruit,12.49,213.08,131.00,79.00,2.00
grapefruit,12.50,213.12,153.00,71.00,15.00
grapefruit,12.50,213.15,157.00,68.00,17.00
grapefruit,12.50,213.16,153.00,69.00,12.00
grapefruit,12.50,213.18,150.00,71.00,2.00
grapefruit,12.50,213.19,153.00,70.00,15.00
grapefruit,12.50,213.20,137.00,73.00,14.00
grapefruit,12.50,213.22,143.00,72.00,2.00
grapefruit,12.51,213.22,158.00,80.00,21.00
grapefruit,12.51,213.25,166.00,79.00,17.00
grapefruit,12.51,213.26,158.00,67.00,2.00
grapefruit,12.51,213.26,161.00,80.00,23.00
grapefruit,12.51,213.28,145.00,88.00,17.00
grapefruit,12.51,213.30,158.00,86.00,29.00
grapefruit,12.51,213.30,132.00,62.00,20.00
grapefruit,12.51,213.30,173.00,87.00,7.00
grapefruit,12.51,213.30,140.00,66.00,17.00
grapefruit,12.51,213.32,155.00,74.00,13.00
grapefruit,12.51,213.34,154.00,82.00,23.00
grapefruit,12.51,213.34,147.00,56.00,2.00
grapefruit,12.52,213.36,154.00,71.00,24.00
grapefruit,12.52,213.36,145.00,64.00,28.00
grapefruit,12.52,213.38,135.00,65.00,29.00
grapefruit,12.52,213.39,156.00,70.00,21.00
